biweek,year,loc,cases,pop
1,1927,FALL RIVER,1,116583.3114
2,1927,FALL RIVER,1,116562.2866
3,1927,FALL RIVER,0,116541.3411
4,1927,FALL RIVER,2,116520.476
5,1927,FALL RIVER,0,116499.6926
6,1927,FALL RIVER,1,116478.9921
7,1927,FALL RIVER,1,116458.3756
8,1927,FALL RIVER,2,116437.8446
9,1927,FALL RIVER,1,116417.4
10,1927,FALL RIVER,9,116397.0432
11,1927,FALL RIVER,17,116376.7754
12,1927,FALL RIVER,23,116356.5978
13,1927,FALL RIVER,16,116336.5116
14,1927,FALL RIVER,8,116316.518
15,1927,FALL RIVER,5,116296.6183
16,1927,FALL RIVER,1,116276.8137
17,1927,FALL RIVER,1,116257.1054
18,1927,FALL RIVER,0,116237.4945
19,1927,FALL RIVER,0,116217.9824
20,1927,FALL RIVER,2,116198.5703
21,1927,FALL RIVER,1,116179.2593
22,1927,FALL RIVER,1,116160.0506
23,1927,FALL RIVER,1,116140.9456
24,1927,FALL RIVER,1,116121.9454
25,1927,FALL RIVER,2,116103.0512
26,1927,FALL RIVER,1,116084.2643
1,1928,FALL RIVER,0,116065.5859
2,1928,FALL RIVER,2,116047.0171
3,1928,FALL RIVER,1,116028.5593
4,1928,FALL RIVER,0,116010.2136
5,1928,FALL RIVER,4,115991.9812
6,1928,FALL RIVER,1,115973.8634
7,1928,FALL RIVER,12,115955.8614
8,1928,FALL RIVER,1,115937.9764
9,1928,FALL RIVER,1,115920.2096
10,1928,FALL RIVER,8,115902.5622
11,1928,FALL RIVER,24,115885.0355
12,1928,FALL RIVER,45,115867.6307
13,1928,FALL RIVER,81,115850.3489
14,1928,FALL RIVER,78,115833.1915
15,1928,FALL RIVER,45,115816.1596
16,1928,FALL RIVER,25,115799.2544
17,1928,FALL RIVER,2,115782.4772
18,1928,FALL RIVER,0,115765.8292
19,1928,FALL RIVER,17,115749.3116
20,1928,FALL RIVER,31,115732.9256
21,1928,FALL RIVER,65,115716.6725
22,1928,FALL RIVER,155,115700.5534
23,1928,FALL RIVER,206,115684.5696
24,1928,FALL RIVER,249,115668.7222
25,1928,FALL RIVER,252,115653.0126
26,1928,FALL RIVER,178,115637.4419
1,1929,FALL RIVER,119,115622.0114
2,1929,FALL RIVER,41,115606.7222
3,1929,FALL RIVER,30,115591.5756
4,1929,FALL RIVER,18,115576.5728
5,1929,FALL RIVER,35,115561.715
6,1929,FALL RIVER,26,115547.0035
7,1929,FALL RIVER,14,115532.4394
8,1929,FALL RIVER,5,115518.024
9,1929,FALL RIVER,10,115503.7585
10,1929,FALL RIVER,1,115489.6441
11,1929,FALL RIVER,2,115475.6821
12,1929,FALL RIVER,0,115461.8736
13,1929,FALL RIVER,4,115448.2198
14,1929,FALL RIVER,0,115434.722
15,1929,FALL RIVER,0,115421.3815
16,1929,FALL RIVER,0,115408.1993
17,1929,FALL RIVER,2,115395.1768
18,1929,FALL RIVER,0,115382.3152
19,1929,FALL RIVER,0,115369.6156
20,1929,FALL RIVER,0,115357.0793
21,1929,FALL RIVER,0,115344.7076
22,1929,FALL RIVER,0,115332.5016
23,1929,FALL RIVER,1,115320.4625
24,1929,FALL RIVER,1,115308.5916
25,1929,FALL RIVER,1,115296.89
26,1929,FALL RIVER,0,115285.3591
1,1930,FALL RIVER,2,115274
2,1930,FALL RIVER,0,115262.8136
3,1930,FALL RIVER,0,115251.7993
4,1930,FALL RIVER,3,115240.9561
5,1930,FALL RIVER,1,115230.2831
6,1930,FALL RIVER,2,115219.7794
7,1930,FALL RIVER,0,115209.444
8,1930,FALL RIVER,3,115199.276
9,1930,FALL RIVER,5,115189.2745
10,1930,FALL RIVER,5,115179.4384
11,1930,FALL RIVER,2,115169.7669
12,1930,FALL RIVER,3,115160.259
13,1930,FALL RIVER,1,115150.9137
14,1930,FALL RIVER,3,115141.7302
15,1930,FALL RIVER,9,115132.7074
16,1930,FALL RIVER,5,115123.8445
17,1930,FALL RIVER,3,115115.1405
18,1930,FALL RIVER,0,115106.5944
19,1930,FALL RIVER,0,115098.2053
20,1930,FALL RIVER,1,115089.9723
21,1930,FALL RIVER,0,115081.8943
22,1930,FALL RIVER,0,115073.9706
23,1930,FALL RIVER,0,115066.2001
24,1930,FALL RIVER,2,115058.5818
25,1930,FALL RIVER,0,115051.1149
26,1930,FALL RIVER,0,115043.7984
1,1931,FALL RIVER,2,115036.6314
2,1931,FALL RIVER,2,115029.6128
3,1931,FALL RIVER,1,115022.7418
4,1931,FALL RIVER,1,115016.0175
5,1931,FALL RIVER,0,115009.4388
6,1931,FALL RIVER,1,115003.0048
7,1931,FALL RIVER,6,114996.7147
8,1931,FALL RIVER,13,114990.5674
9,1931,FALL RIVER,16,114984.562
10,1931,FALL RIVER,35,114978.6976
11,1931,FALL RIVER,48,114972.9731
12,1931,FALL RIVER,42,114967.3878
13,1931,FALL RIVER,36,114961.9406
14,1931,FALL RIVER,37,114956.6306
15,1931,FALL RIVER,12,114951.4568
16,1931,FALL RIVER,9,114946.4183
17,1931,FALL RIVER,6,114941.5142
18,1931,FALL RIVER,3,114936.7434
19,1931,FALL RIVER,4,114932.1052
20,1931,FALL RIVER,5,114927.5985
21,1931,FALL RIVER,1,114923.2223
22,1931,FALL RIVER,2,114918.9758
23,1931,FALL RIVER,2,114914.858
24,1931,FALL RIVER,3,114910.868
25,1931,FALL RIVER,3,114907.0048
26,1931,FALL RIVER,4,114903.2674
1,1932,FALL RIVER,5,114899.6549
2,1932,FALL RIVER,15,114896.1665
3,1932,FALL RIVER,16,114892.801
4,1932,FALL RIVER,19,114889.5577
5,1932,FALL RIVER,86,114886.4355
6,1932,FALL RIVER,109,114883.4335
7,1932,FALL RIVER,145,114880.5507
8,1932,FALL RIVER,164,114877.7863
9,1932,FALL RIVER,139,114875.1393
10,1932,FALL RIVER,103,114872.6086
11,1932,FALL RIVER,95,114870.1935
12,1932,FALL RIVER,80,114867.8929
13,1932,FALL RIVER,38,114865.7059
14,1932,FALL RIVER,17,114863.6316
15,1932,FALL RIVER,10,114861.669
16,1932,FALL RIVER,4,114859.8171
17,1932,FALL RIVER,5,114858.0751
18,1932,FALL RIVER,0,114856.442
19,1932,FALL RIVER,1,114854.9168
20,1932,FALL RIVER,0,114853.4986
21,1932,FALL RIVER,1,114852.1864
22,1932,FALL RIVER,0,114850.9793
23,1932,FALL RIVER,0,114849.8765
24,1932,FALL RIVER,1,114848.8768
25,1932,FALL RIVER,0,114847.9794
26,1932,FALL RIVER,0,114847.1834
1,1933,FALL RIVER,0,114846.4877
2,1933,FALL RIVER,1,114845.8915
3,1933,FALL RIVER,2,114845.3938
4,1933,FALL RIVER,1,114844.9936
5,1933,FALL RIVER,0,114844.6901
6,1933,FALL RIVER,0,114844.4822
7,1933,FALL RIVER,3,114844.3691
8,1933,FALL RIVER,2,114844.3497
9,1933,FALL RIVER,3,114844.4232
10,1933,FALL RIVER,0,114844.5886
11,1933,FALL RIVER,0,114844.845
12,1933,FALL RIVER,1,114845.1914
13,1933,FALL RIVER,3,114845.6268
14,1933,FALL RIVER,3,114846.1503
15,1933,FALL RIVER,6,114846.7611
16,1933,FALL RIVER,1,114847.4581
17,1933,FALL RIVER,0,114848.2403
18,1933,FALL RIVER,2,114849.1069
19,1933,FALL RIVER,0,114850.057
20,1933,FALL RIVER,0,114851.0895
21,1933,FALL RIVER,0,114852.2035
22,1933,FALL RIVER,0,114853.3981
23,1933,FALL RIVER,1,114854.6723
24,1933,FALL RIVER,0,114856.0252
25,1933,FALL RIVER,2,114857.4559
26,1933,FALL RIVER,0,114858.9633
1,1934,FALL RIVER,0,114860.5466
2,1934,FALL RIVER,0,114862.2049
3,1934,FALL RIVER,0,114863.9371
4,1934,FALL RIVER,2,114865.7423
5,1934,FALL RIVER,0,114867.6196
6,1934,FALL RIVER,3,114869.5681
7,1934,FALL RIVER,1,114871.5868
8,1934,FALL RIVER,1,114873.6747
9,1934,FALL RIVER,0,114875.8309
10,1934,FALL RIVER,3,114878.0545
11,1934,FALL RIVER,4,114880.3445
12,1934,FALL RIVER,2,114882.7
13,1934,FALL RIVER,1,114885.1201
14,1934,FALL RIVER,3,114887.6037
15,1934,FALL RIVER,3,114890.15
16,1934,FALL RIVER,4,114892.758
17,1934,FALL RIVER,0,114895.4268
18,1934,FALL RIVER,1,114898.1553
19,1934,FALL RIVER,1,114900.9428
20,1934,FALL RIVER,0,114903.7882
21,1934,FALL RIVER,10,114906.6905
22,1934,FALL RIVER,20,114909.649
23,1934,FALL RIVER,36,114912.6625
24,1934,FALL RIVER,35,114915.7302
25,1934,FALL RIVER,56,114918.851
26,1934,FALL RIVER,118,114922.0242
1,1935,FALL RIVER,276,114925.2487
2,1935,FALL RIVER,435,114928.5236
3,1935,FALL RIVER,576,114931.8479
4,1935,FALL RIVER,415,114935.2207
5,1935,FALL RIVER,225,114938.6411
6,1935,FALL RIVER,106,114942.1081
7,1935,FALL RIVER,44,114945.6207
8,1935,FALL RIVER,18,114949.1781
9,1935,FALL RIVER,6,114952.7793
10,1935,FALL RIVER,7,114956.4233
11,1935,FALL RIVER,9,114960.1091
12,1935,FALL RIVER,6,114963.836
13,1935,FALL RIVER,7,114967.6028
14,1935,FALL RIVER,0,114971.4087
15,1935,FALL RIVER,1,114975.2527
16,1935,FALL RIVER,0,114979.1339
17,1935,FALL RIVER,0,114983.0514
18,1935,FALL RIVER,0,114987.0041
19,1935,FALL RIVER,0,114990.9912
20,1935,FALL RIVER,0,114995.0116
21,1935,FALL RIVER,1,114999.0646
22,1935,FALL RIVER,1,115003.149
23,1935,FALL RIVER,0,115007.264
24,1935,FALL RIVER,1,115011.4086
25,1935,FALL RIVER,1,115015.582
26,1935,FALL RIVER,0,115019.783
1,1936,FALL RIVER,1,115024.0109
2,1936,FALL RIVER,0,115028.2646
3,1936,FALL RIVER,0,115032.5432
4,1936,FALL RIVER,0,115036.8458
5,1936,FALL RIVER,2,115041.1714
6,1936,FALL RIVER,3,115045.5191
7,1936,FALL RIVER,4,115049.888
8,1936,FALL RIVER,6,115054.277
9,1936,FALL RIVER,6,115058.6852
10,1936,FALL RIVER,21,115063.1118
11,1936,FALL RIVER,7,115067.5558
12,1936,FALL RIVER,5,115072.0161
13,1936,FALL RIVER,2,115076.492
14,1936,FALL RIVER,2,115080.9823
15,1936,FALL RIVER,2,115085.4863
16,1936,FALL RIVER,3,115090.0029
17,1936,FALL RIVER,0,115094.5312
18,1936,FALL RIVER,0,115099.0702
19,1936,FALL RIVER,0,115103.6191
20,1936,FALL RIVER,0,115108.1768
21,1936,FALL RIVER,0,115112.7425
22,1936,FALL RIVER,0,115117.3151
23,1936,FALL RIVER,0,115121.8938
24,1936,FALL RIVER,0,115126.4776
25,1936,FALL RIVER,1,115131.0656
26,1936,FALL RIVER,1,115135.6567
1,1937,FALL RIVER,5,115140.2501
2,1937,FALL RIVER,6,115144.8449
3,1937,FALL RIVER,71,115149.44
4,1937,FALL RIVER,19,115154.0345
5,1937,FALL RIVER,37,115158.6276
6,1937,FALL RIVER,45,115163.2182
7,1937,FALL RIVER,65,115167.8054
8,1937,FALL RIVER,46,115172.3882
9,1937,FALL RIVER,62,115176.9658
10,1937,FALL RIVER,86,115181.5372
11,1937,FALL RIVER,98,115186.1014
12,1937,FALL RIVER,109,115190.6574
13,1937,FALL RIVER,73,115195.2044
14,1937,FALL RIVER,12,115199.7415
15,1937,FALL RIVER,6,115204.2675
16,1937,FALL RIVER,1,115208.7817
17,1937,FALL RIVER,2,115213.2831
18,1937,FALL RIVER,2,115217.7707
19,1937,FALL RIVER,1,115222.2435
20,1937,FALL RIVER,0,115226.7007
21,1937,FALL RIVER,0,115231.1413
22,1937,FALL RIVER,0,115235.5644
23,1937,FALL RIVER,2,115239.969
24,1937,FALL RIVER,0,115244.3541
25,1937,FALL RIVER,1,115248.7188
26,1937,FALL RIVER,0,115253.0623
1,1938,FALL RIVER,0,115257.3834
2,1938,FALL RIVER,1,115261.6814
3,1938,FALL RIVER,0,115265.9552
4,1938,FALL RIVER,0,115270.2039
5,1938,FALL RIVER,1,115274.4266
6,1938,FALL RIVER,1,115278.6222
7,1938,FALL RIVER,5,115282.79
8,1938,FALL RIVER,2,115286.9289
9,1938,FALL RIVER,0,115291.038
10,1938,FALL RIVER,1,115295.1163
11,1938,FALL RIVER,0,115299.1629
12,1938,FALL RIVER,0,115303.1769
13,1938,FALL RIVER,1,115307.1573
14,1938,FALL RIVER,1,115311.1031
15,1938,FALL RIVER,0,115315.0135
16,1938,FALL RIVER,3,115318.8875
17,1938,FALL RIVER,0,115322.7241
18,1938,FALL RIVER,0,115326.5224
19,1938,FALL RIVER,0,115330.2814
20,1938,FALL RIVER,0,115334.0003
21,1938,FALL RIVER,0,115337.678
22,1938,FALL RIVER,0,115341.3137
23,1938,FALL RIVER,2,115344.9063
24,1938,FALL RIVER,0,115348.455
25,1938,FALL RIVER,1,115351.9587
26,1938,FALL RIVER,0,115355.4166
1,1939,FALL RIVER,0,115358.8277
2,1939,FALL RIVER,0,115362.1911
3,1939,FALL RIVER,0,115365.5058
4,1939,FALL RIVER,2,115368.7708
5,1939,FALL RIVER,2,115371.9853
6,1939,FALL RIVER,3,115375.1483
7,1939,FALL RIVER,1,115378.2588
8,1939,FALL RIVER,0,115381.3159
9,1939,FALL RIVER,1,115384.3187
10,1939,FALL RIVER,2,115387.2661
11,1939,FALL RIVER,3,115390.1574
12,1939,FALL RIVER,3,115392.9915
13,1939,FALL RIVER,1,115395.7674
14,1939,FALL RIVER,3,115398.4843
15,1939,FALL RIVER,0,115401.1412
16,1939,FALL RIVER,1,115403.7371
17,1939,FALL RIVER,0,115406.2712
18,1939,FALL RIVER,0,115408.7424
19,1939,FALL RIVER,0,115411.1498
20,1939,FALL RIVER,0,115413.4925
21,1939,FALL RIVER,0,115415.7696
22,1939,FALL RIVER,0,115417.98
23,1939,FALL RIVER,0,115420.1229
24,1939,FALL RIVER,0,115422.1973
25,1939,FALL RIVER,0,115424.2022
26,1939,FALL RIVER,0,115426.1368
1,1940,FALL RIVER,0,115428
2,1940,FALL RIVER,7,115429.791
3,1940,FALL RIVER,34,115431.5093
4,1940,FALL RIVER,27,115433.1542
5,1940,FALL RIVER,41,115434.7254
6,1940,FALL RIVER,49,115436.2222
7,1940,FALL RIVER,58,115437.6442
8,1940,FALL RIVER,65,115438.9909
9,1940,FALL RIVER,96,115440.2617
10,1940,FALL RIVER,93,115441.4562
11,1940,FALL RIVER,214,115442.5738
12,1940,FALL RIVER,226,115443.614
13,1940,FALL RIVER,197,115444.5763
14,1940,FALL RIVER,137,115445.4602
15,1940,FALL RIVER,39,115446.2652
16,1940,FALL RIVER,14,115446.9908
17,1940,FALL RIVER,4,115447.6364
18,1940,FALL RIVER,3,115448.2016
19,1940,FALL RIVER,1,115448.6859
20,1940,FALL RIVER,2,115449.0886
21,1940,FALL RIVER,0,115449.4094
22,1940,FALL RIVER,2,115449.6477
23,1940,FALL RIVER,0,115449.8029
24,1940,FALL RIVER,0,115449.8747
25,1940,FALL RIVER,1,115449.8624
26,1940,FALL RIVER,0,115449.7656
1,1941,FALL RIVER,0,115449.5837
2,1941,FALL RIVER,0,115449.3163
3,1941,FALL RIVER,0,115448.9628
4,1941,FALL RIVER,2,115448.5227
5,1941,FALL RIVER,0,115447.9956
6,1941,FALL RIVER,0,115447.3808
7,1941,FALL RIVER,3,115446.6779
8,1941,FALL RIVER,3,115445.8864
9,1941,FALL RIVER,8,115445.0057
10,1941,FALL RIVER,2,115444.0354
11,1941,FALL RIVER,5,115442.9749
12,1941,FALL RIVER,8,115441.8238
13,1941,FALL RIVER,9,115440.5815
14,1941,FALL RIVER,2,115439.2475
15,1941,FALL RIVER,0,115437.8212
16,1941,FALL RIVER,3,115436.3023
17,1941,FALL RIVER,0,115434.6901
18,1941,FALL RIVER,1,115432.9842
19,1941,FALL RIVER,2,115431.184
20,1941,FALL RIVER,0,115429.2891
21,1941,FALL RIVER,0,115427.2989
22,1941,FALL RIVER,1,115425.2129
23,1941,FALL RIVER,0,115423.0307
24,1941,FALL RIVER,6,115420.7516
25,1941,FALL RIVER,1,115418.3752
26,1941,FALL RIVER,4,115415.901
1,1942,FALL RIVER,3,115413.3284
2,1942,FALL RIVER,2,115410.657
3,1942,FALL RIVER,0,115407.8862
4,1942,FALL RIVER,1,115405.0156
5,1942,FALL RIVER,21,115402.0445
6,1942,FALL RIVER,37,115398.9726
7,1942,FALL RIVER,85,115395.7993
8,1942,FALL RIVER,110,115392.524
9,1942,FALL RIVER,101,115389.1463
10,1942,FALL RIVER,77,115385.6657
11,1942,FALL RIVER,41,115382.0816
12,1942,FALL RIVER,33,115378.3936
13,1942,FALL RIVER,12,115374.6011
14,1942,FALL RIVER,7,115370.7036
15,1942,FALL RIVER,4,115366.7006
16,1942,FALL RIVER,3,115362.5916
17,1942,FALL RIVER,2,115358.3761
18,1942,FALL RIVER,1,115354.0536
19,1942,FALL RIVER,0,115349.6235
20,1942,FALL RIVER,2,115345.0854
21,1942,FALL RIVER,1,115340.4387
22,1942,FALL RIVER,0,115335.6829
23,1942,FALL RIVER,0,115330.8175
24,1942,FALL RIVER,0,115325.8421
25,1942,FALL RIVER,1,115320.756
26,1942,FALL RIVER,0,115315.5588
1,1943,FALL RIVER,3,115310.25
2,1943,FALL RIVER,4,115304.8291
3,1943,FALL RIVER,7,115299.2955
4,1943,FALL RIVER,9,115293.6487
5,1943,FALL RIVER,8,115287.8883
6,1943,FALL RIVER,65,115282.0137
7,1943,FALL RIVER,129,115276.0244
8,1943,FALL RIVER,227,115269.9198
9,1943,FALL RIVER,267,115263.6996
10,1943,FALL RIVER,269,115257.3631
11,1943,FALL RIVER,187,115250.9099
12,1943,FALL RIVER,93,115244.3394
13,1943,FALL RIVER,56,115237.6512
14,1943,FALL RIVER,23,115230.8447
15,1943,FALL RIVER,4,115223.9194
16,1943,FALL RIVER,0,115216.8748
17,1943,FALL RIVER,1,115209.7104
18,1943,FALL RIVER,0,115202.4257
19,1943,FALL RIVER,0,115195.0202
20,1943,FALL RIVER,1,115187.4933
21,1943,FALL RIVER,0,115179.8446
22,1943,FALL RIVER,1,115172.0735
23,1943,FALL RIVER,0,115164.1795
24,1943,FALL RIVER,0,115156.1621
25,1943,FALL RIVER,2,115148.0209
26,1943,FALL RIVER,0,115139.7552
1,1944,FALL RIVER,0,115131.3646
2,1944,FALL RIVER,1,115122.8486
3,1944,FALL RIVER,7,115114.2066
4,1944,FALL RIVER,19,115105.4382
5,1944,FALL RIVER,33,115096.5429
6,1944,FALL RIVER,39,115087.52
7,1944,FALL RIVER,55,115078.3692
8,1944,FALL RIVER,42,115069.0898
9,1944,FALL RIVER,80,115059.6815
10,1944,FALL RIVER,56,115050.1436
11,1944,FALL RIVER,44,115040.4757
12,1944,FALL RIVER,33,115030.6773
13,1944,FALL RIVER,17,115020.7478
14,1944,FALL RIVER,6,115010.6868
15,1944,FALL RIVER,0,115000.4936
16,1944,FALL RIVER,0,114990.1679
17,1944,FALL RIVER,0,114979.7091
18,1944,FALL RIVER,1,114969.1167
19,1944,FALL RIVER,0,114958.3901
20,1944,FALL RIVER,0,114947.529
21,1944,FALL RIVER,0,114936.5327
22,1944,FALL RIVER,1,114925.4007
23,1944,FALL RIVER,0,114914.1326
24,1944,FALL RIVER,1,114902.7277
25,1944,FALL RIVER,2,114891.1857
26,1944,FALL RIVER,0,114879.506
1,1945,FALL RIVER,0,114867.6881
2,1945,FALL RIVER,2,114855.7315
3,1945,FALL RIVER,0,114843.6357
4,1945,FALL RIVER,2,114831.4001
5,1945,FALL RIVER,3,114819.0242
6,1945,FALL RIVER,1,114806.5076
7,1945,FALL RIVER,4,114793.8497
8,1945,FALL RIVER,1,114781.05
9,1945,FALL RIVER,1,114768.108
10,1945,FALL RIVER,4,114755.0232
11,1945,FALL RIVER,2,114741.7951
12,1945,FALL RIVER,1,114728.4232
13,1945,FALL RIVER,0,114714.9069
14,1945,FALL RIVER,1,114701.2458
15,1945,FALL RIVER,0,114687.4393
16,1945,FALL RIVER,1,114673.4869
17,1945,FALL RIVER,NA,114659.3881
18,1945,FALL RIVER,1,114645.1424
19,1945,FALL RIVER,1,114630.7494
20,1945,FALL RIVER,1,114616.2084
21,1945,FALL RIVER,2,114601.5189
22,1945,FALL RIVER,0,114586.6805
23,1945,FALL RIVER,0,114571.6927
24,1945,FALL RIVER,NA,114556.5549
25,1945,FALL RIVER,2,114541.2666
26,1945,FALL RIVER,NA,114525.8274
1,1946,FALL RIVER,NA,114510.2366
2,1946,FALL RIVER,NA,114494.4938
3,1946,FALL RIVER,NA,114478.5986
4,1946,FALL RIVER,2,114462.5502
5,1946,FALL RIVER,4,114446.3484
6,1946,FALL RIVER,15,114429.9924
7,1946,FALL RIVER,88,114413.4819
8,1946,FALL RIVER,164,114396.8164
9,1946,FALL RIVER,291,114379.9952
10,1946,FALL RIVER,168,114363.018
11,1946,FALL RIVER,190,114345.8841
12,1946,FALL RIVER,99,114328.5931
13,1946,FALL RIVER,49,114311.1445
14,1946,FALL RIVER,39,114293.5377
15,1946,FALL RIVER,14,114275.7723
16,1946,FALL RIVER,5,114257.8477
17,1946,FALL RIVER,2,114239.7634
18,1946,FALL RIVER,NA,114221.519
19,1946,FALL RIVER,NA,114203.1138
20,1946,FALL RIVER,2,114184.5475
21,1946,FALL RIVER,NA,114165.8194
22,1946,FALL RIVER,NA,114146.929
23,1946,FALL RIVER,NA,114127.876
24,1946,FALL RIVER,3,114108.6597
25,1946,FALL RIVER,2,114089.2796
26,1946,FALL RIVER,NA,114069.7352
1,1947,FALL RIVER,2,114050.026
2,1947,FALL RIVER,4,114030.1516
3,1947,FALL RIVER,15,114010.1113
4,1947,FALL RIVER,10,113989.9047
5,1947,FALL RIVER,20,113969.5313
6,1947,FALL RIVER,10,113948.9905
7,1947,FALL RIVER,4,113928.2819
8,1947,FALL RIVER,6,113907.4049
9,1947,FALL RIVER,26,113886.359
10,1947,FALL RIVER,79,113865.1438
11,1947,FALL RIVER,25,113843.7586
12,1947,FALL RIVER,35,113822.203
13,1947,FALL RIVER,41,113800.4765
14,1947,FALL RIVER,23,113778.5786
15,1947,FALL RIVER,6,113756.5087
16,1947,FALL RIVER,7,113734.2664
17,1947,FALL RIVER,2,113711.8511
18,1947,FALL RIVER,4,113689.2623
19,1947,FALL RIVER,2,113666.4995
20,1947,FALL RIVER,NA,113643.5623
21,1947,FALL RIVER,NA,113620.45
22,1947,FALL RIVER,NA,113597.1622
23,1947,FALL RIVER,2,113573.6983
24,1947,FALL RIVER,NA,113550.058
25,1947,FALL RIVER,NA,113526.2405
26,1947,FALL RIVER,2,113502.2455
1,1948,FALL RIVER,2,113478.0724
2,1948,FALL RIVER,NA,113453.7207
3,1948,FALL RIVER,NA,113429.1899
4,1948,FALL RIVER,2,113404.4796
5,1948,FALL RIVER,7,113379.589
6,1948,FALL RIVER,4,113354.5179
7,1948,FALL RIVER,18,113329.2656
8,1948,FALL RIVER,18,113303.8316
9,1948,FALL RIVER,41,113278.2155
10,1948,FALL RIVER,52,113252.4167
11,1948,FALL RIVER,98,113226.4347
12,1948,FALL RIVER,136,113200.269
13,1948,FALL RIVER,155,113173.9191
14,1948,FALL RIVER,NA,113147.3845
15,1948,FALL RIVER,NA,113120.6646
16,1948,FALL RIVER,NA,113093.759
17,1948,FALL RIVER,NA,113066.6671
18,1948,FALL RIVER,NA,113039.3885
19,1948,FALL RIVER,NA,113011.9225
20,1948,FALL RIVER,NA,112984.2688
21,1948,FALL RIVER,NA,112956.4268
22,1948,FALL RIVER,NA,112928.396
23,1948,FALL RIVER,NA,112900.1758
24,1948,FALL RIVER,NA,112871.7658
25,1948,FALL RIVER,NA,112843.1655
26,1948,FALL RIVER,NA,112814.3743
1,1906,GRAND RAPIDS,NA,103040.0758
2,1906,GRAND RAPIDS,NA,103135.694
3,1906,GRAND RAPIDS,NA,103231.2474
4,1906,GRAND RAPIDS,NA,103326.7356
5,1906,GRAND RAPIDS,NA,103422.1583
6,1906,GRAND RAPIDS,NA,103517.5151
7,1906,GRAND RAPIDS,NA,103612.8057
8,1906,GRAND RAPIDS,NA,103708.0296
9,1906,GRAND RAPIDS,NA,103803.1866
10,1906,GRAND RAPIDS,NA,103898.2762
11,1906,GRAND RAPIDS,NA,103993.2981
12,1906,GRAND RAPIDS,NA,104088.252
13,1906,GRAND RAPIDS,NA,104183.1374
14,1906,GRAND RAPIDS,NA,104277.9539
15,1906,GRAND RAPIDS,NA,104372.7014
16,1906,GRAND RAPIDS,NA,104467.3793
17,1906,GRAND RAPIDS,NA,104561.9873
18,1906,GRAND RAPIDS,NA,104656.525
19,1906,GRAND RAPIDS,NA,104750.9921
20,1906,GRAND RAPIDS,NA,104845.3882
21,1906,GRAND RAPIDS,NA,104939.713
22,1906,GRAND RAPIDS,4,105033.9661
23,1906,GRAND RAPIDS,6,105128.147
24,1906,GRAND RAPIDS,14,105222.2556
25,1906,GRAND RAPIDS,12,105316.2913
26,1906,GRAND RAPIDS,25,105410.2539
1,1907,GRAND RAPIDS,32,105504.1429
2,1907,GRAND RAPIDS,38,105597.958
3,1907,GRAND RAPIDS,18,105691.6988
4,1907,GRAND RAPIDS,8,105785.3651
5,1907,GRAND RAPIDS,5,105878.9563
6,1907,GRAND RAPIDS,10,105972.4722
7,1907,GRAND RAPIDS,16,106065.9123
8,1907,GRAND RAPIDS,13,106159.2764
9,1907,GRAND RAPIDS,13,106252.564
10,1907,GRAND RAPIDS,21,106345.7748
11,1907,GRAND RAPIDS,37,106438.9084
12,1907,GRAND RAPIDS,58,106531.9645
13,1907,GRAND RAPIDS,54,106624.9426
14,1907,GRAND RAPIDS,26,106717.8425
15,1907,GRAND RAPIDS,12,106810.6638
16,1907,GRAND RAPIDS,6,106903.4061
17,1907,GRAND RAPIDS,2,106996.069
18,1907,GRAND RAPIDS,2,107088.6522
19,1907,GRAND RAPIDS,2,107181.1552
20,1907,GRAND RAPIDS,NA,107273.5779
21,1907,GRAND RAPIDS,2,107365.9197
22,1907,GRAND RAPIDS,2,107458.1803
23,1907,GRAND RAPIDS,NA,107550.3594
24,1907,GRAND RAPIDS,2,107642.4565
25,1907,GRAND RAPIDS,8,107734.4714
26,1907,GRAND RAPIDS,15,107826.4037
1,1908,GRAND RAPIDS,22,107918.2529
2,1908,GRAND RAPIDS,42,108010.0188
3,1908,GRAND RAPIDS,40,108101.7009
4,1908,GRAND RAPIDS,42,108193.2989
5,1908,GRAND RAPIDS,92,108284.8125
6,1908,GRAND RAPIDS,120,108376.2413
7,1908,GRAND RAPIDS,119,108467.5848
8,1908,GRAND RAPIDS,151,108558.8428
9,1908,GRAND RAPIDS,270,108650.0149
10,1908,GRAND RAPIDS,379,108741.1007
11,1908,GRAND RAPIDS,344,108832.0999
12,1908,GRAND RAPIDS,150,108923.0121
13,1908,GRAND RAPIDS,94,109013.8368
14,1908,GRAND RAPIDS,45,109104.5739
15,1908,GRAND RAPIDS,30,109195.2228
16,1908,GRAND RAPIDS,8,109285.7833
17,1908,GRAND RAPIDS,3,109376.2549
18,1908,GRAND RAPIDS,2,109466.6373
19,1908,GRAND RAPIDS,2,109556.9302
20,1908,GRAND RAPIDS,NA,109647.1332
21,1908,GRAND RAPIDS,2,109737.2459
22,1908,GRAND RAPIDS,NA,109827.2679
23,1908,GRAND RAPIDS,4,109917.1989
24,1908,GRAND RAPIDS,4,110007.0385
25,1908,GRAND RAPIDS,2,110096.7864
26,1908,GRAND RAPIDS,NA,110186.4421
1,1909,GRAND RAPIDS,2,110276.0054
2,1909,GRAND RAPIDS,8,110365.4759
3,1909,GRAND RAPIDS,10,110454.8531
4,1909,GRAND RAPIDS,4,110544.1368
5,1909,GRAND RAPIDS,5,110633.3266
