Scientific Name	Taxon Author	tsn
Tetraloniella cinctella	(Saunders, 1908)	766587
Tetraloniella crenulaticornis	(Cockerell, 1898)	699504
Tetraloniella cressoniana	(Cockerell, 1905)	699505
Tetraloniella davidsoni	(Cockerell, 1905)	699506
Tetraloniella dentata	(Germar, 1839)	766470
Tetraloniella distata	LaBerge, 2001	699507
Tetraloniella donata	(Cresson, 1878)	699508
Tetraloniella elsei	Eardley, 1989	766471
Tetraloniella eriocarpi	(Cockerell, 1898)	699509
Tetraloniella fasciata	(LaBerge, 1970)	699511
Tetraloniella fasciatella	(LaBerge, 1970)	699512
Tetraloniella fastigiata	LaBerge, 2001	699513
Tetraloniella flagellicornis	(Smith, 1879)	699514
Tetraloniella flavifasciata	(Cockerell, 1949)	699515
Tetraloniella flaviscopa	(Hedicke, 1933)	766472
Tetraloniella friesei	(Meade-Waldo, 1914)	766473
Tetraloniella fulvescens	(Giraud, 1863)	766474
Tetraloniella fulvotecta	(Cockerell, 1949)	699516
Tetraloniella glabricornis	(Cameron, 1908)	766475
Tetraloniella graja	(Eversmann, 1852)	766476
Tetraloniella helianthorum	(Cockerell, 1914)	699518
Tetraloniella hohmanni	(Tkalcu, 1993)	766477
Tetraloniella holli	(Alfken, 1914)	766478
Tetraloniella imitatrix	(Cockerell & Porter, 1899)	699519
Tetraloniella incana	LaBerge, 2001	699520
Tetraloniella inermis	(Friese, 1911)	766479
Tetraloniella inulae	(Tkalcu, 1979)	766480
Tetraloniella jaliscoensis	LaBerge, 2001	699521
Tetraloniella julliani	(Pérez, 1879)	766433
Tetraloniella junodi	(Friese, 1909)	766481
Tetraloniella karooensis	(Brauns, 1926)	766482
Tetraloniella katangensis	(Cockerell, 1930)	766483
Tetraloniella keiseri	(Benoist, 1962)	766484
Tetraloniella lanzarotensis	(Tkalcu, 1993)	766485
Tetraloniella lippiae	(Cockerell, 1904)	699522
Tetraloniella longifellator	(LaBerge, 1957)	699523
Tetraloniella lyncea	(Mocsáry, 1879)	766486
Tetraloniella madecassa	(Benoist, 1962)	766487
Tetraloniella michaelseni	(Friese, 1916)	766488
Tetraloniella michoacanensis	LaBerge, 2001	699524
Tetraloniella minuta	(Friese, 1905)	766489
Tetraloniella minuticornis	(Friese, 1905)	766490
Tetraloniella minutilla	LaBerge, 2001	699525
Tetraloniella nana	(Morawitz, 1874)	766491
Tetraloniella nanula	(Cockerell, 1932)	766492
Tetraloniella nigricans	(Cockerell, 1932)	766493
Tetraloniella nigriceps	(Morawitz, 1895)	766494
Tetraloniella noguera	LaBerge, 2001	699526
Tetraloniella nostra	(Cockerell, 1933)	766495
Tetraloniella nursei	Cockerell, 1922	766497
Tetraloniella nyassana	(Strand, 1911)	766498
Tetraloniella ochraea	LaBerge, 2001	699527
Tetraloniella ogilviae	(Cockerell, 1935)	766499
Tetraloniella ottiliensis	(Friese, 1905)	766500
Tetraloniella pachysoma	(Cockerell, 1905)	766501
Tetraloniella paenalbata	LaBerge, 2001	699528
Tetraloniella paulyi	Eardley, 2001	766502
Tetraloniella pennata	LaBerge, 2001	699529
Tetraloniella perconcinna	(Cockerell, 1949)	699530
Tetraloniella pomonae	(Cockerell, 1915)	699531
Tetraloniella ruficornis	(Fabricius, 1804)	766449
Tetraloniella salicariae	(Lepeletier, 1841)	766503
Tetraloniella salviae	(LaBerge, 1989)	699532
Tetraloniella scabiosae	(Mocsáry, 1881)	766504
Tetraloniella sierranila	Eardley, 1989	766505
Tetraloniella silacea	LaBerge, 2001	699533
Tetraloniella simpsoni	(Meade-Waldo, 1914)	766506
Tetraloniella sjoestedti	(Friese, 1909)	766507
Tetraloniella snizeki	(Tkalcu, 2003)	766508
Tetraloniella sphaeralceae	LaBerge, 2001	699534
Tetraloniella spissa	(Cresson, 1872)	699535
Tetraloniella strigata	(Lepeletier, 1841)	766451
Tetraloniella tenuifasciata	(Friese, 1911)	766585
Tetraloniella tethepa	Eardley, 2001	766509
Tetraloniella trabeata	LaBerge, 2001	699536
Tetraloniella trimera	(Risch, 2001)	766510
Tetraloniella vandykei	LaBerge, 2001	699537
Tetraloniella vansoni	(Cockerell, 1935)	766511
Tetraloniella viator	(Cockerell, 1911)	766512
Tetraloniella watmoughi	Eardley, 1989	766513
Tetraloniella whiteheadi	Eardley, 1989	766514
Tetraloniella wilmattae	(Cockerell, 1917)	699538
Tetraloniella yanega	LaBerge, 2001	699539
Thygater aethiops	(Smith, 1854)	699544
Thygater anae	Urban, 1999	766515
Thygater analis	(Lepeletier, 1841)	699545
Thygater armandoi	Urban, 1999	766516
Thygater chaetaspis	Moure, 1941	766517
Thygater cockerelli	(Crawford, 1906)	699546
Thygater colombiana	Urban, 1967	699547
Thygater crawfordi	Urban, 1967	699548
Thygater dispar	(Smith, 1854)	766518
Thygater hirtiventris	Urban, 1967	766519
Thygater laevis	Urban, 1999	766520
Thygater latitarsis	Urban, 1967	766521
Thygater luederwaldti	(Schrottky, 1910)	766522
Thygater melanotricha	Urban, 1967	766523
Thygater mexicana	Urban, 1967	699549
Thygater micheneri	Urban, 1967	699550
Thygater minarum	Urban, 1999	766524
Thygater montezuma	(Cresson, 1878)	699551
Thygater mourei	Urban, 1961	766525
Thygater nigrilabris	Urban, 1967	766526
Thygater nigropilosa	Urban, 1967	766527
Thygater oliveirae	(Holmberg, 1903)	766528
Thygater palliventris	(Friese, 1908)	766529
Thygater paranaensis	Urban, 1967	766530
Thygater rubricata	(Smith, 1879)	699552
Thygater seabrai	Urban, 1967	766531
Thygater sordidipennis	Moure, 1941	766532
Thygater tuberculata	Urban, 1967	766533
Thygater ubirajarai	Urban, 1999	766534
Thygater xanthopyga	Urban, 1967	766535
Trichocerapis chaetogastra	Moure, 1967	766536
Trichocerapis mirabilis	(Smith, 1865)	766537
Trichocerapis pernambucana	Urban, 1989	766538
Trichocerapis peruana	Urban, 1989	766539
Trichocerapis seabrai	(Moure & Michener, 1955)	766586
Ulugombakia platytarsus	Baker, 2003	766540
Xenoglossa angustior	Cockerell, 1899	699553
Xenoglossa fulva	Smith, 1854	699554
Xenoglossa gabbii	(Cresson, 1878)	699555
Xenoglossa kansensis	Cockerell, 1905	699556
Xenoglossa mustelina	(Fox, 1893)	699557
Xenoglossa patricia	Cockerell, 1896	699558
Xenoglossa strenua	(Cresson, 1878)	699559
Aglae caerulea	Lepeletier & Audinet-Serville, 1825	763310
Eufriesea aeniventris	(Mocsáry, 1896)	763311
Eufriesea anisochlora	(Kimsey, 1977)	763312
Eufriesea aridicola	(Moure, Neves & Viana, 2001)	763313
Eufriesea atlantica	Nemésio, 2008	763549
Eufriesea auriceps	(Friese, 1899)	763314
Eufriesea auripes	(Gribodo, 1882)	763315
Eufriesea bare	González & Gaiani, 1989	763316
Eufriesea boharti	(Kimsey, 1977)	763317
Eufriesea brasilianorum	(Friese, 1899)	763318
Eufriesea caerulescens	(Lepeletier, 1841)	763319
Eufriesea chaconi	González & Gaiani, 1989	763320
Eufriesea chalybaea	(Friese, 1923)	763321
Eufriesea chrysopyga	(Mocsáry, 1898)	763322
Eufriesea combinata	(Mocsáry, 1897)	763323
Eufriesea concava	(Friese, 1899)	763324
Eufriesea convexa	(Friese, 1899)	763325
Eufriesea corusca	(Kimsey, 1977)	763326
Eufriesea distinguenda	(Gribodo, 1882)	763327
Eufriesea dressleri	(Kimsey, 1977)	763328
Eufriesea duckei	(Friese, 1923)	763329
Eufriesea eburneocincta	(Kimsey, 1977)	763330
Eufriesea elegans	(Lepeletier, 1841)	763331
Eufriesea excellens	(Friese, 1925)	763332
Eufriesea faceta	(Moure, 1999)	763333
Eufriesea fallax	(Smith, 1854)	763334
Eufriesea flaviventris	(Friese, 1899)	763335
Eufriesea formosa	(Mocsáry, 1908)	763336
Eufriesea fragrocara	(Kimsey, 1977)	763337
Eufriesea kimimari	González & Gaiani, 1989	763338
Eufriesea laniventris	(Ducke, 1902)	763339
Eufriesea limbata	(Mocsáry, 1897)	763340
Eufriesea lucida	(Kimsey, 1977)	763341
Eufriesea lucifera	Kimsey, 1977	763342
Eufriesea macroglossa	(Moure, 1965)	763343
Eufriesea magrettii	(Friese, 1899)	763344
Eufriesea mariana	(Mocsáry, 1896)	763345
Eufriesea mexicana	(Mocsáry, 1897)	763346
Eufriesea mussitans	(Fabricius, 1787)	763347
Eufriesea nigrescens	(Friese, 1925)	763348
Eufriesea nigrohirta	(Friese, 1899)	763349
Eufriesea nordestina	(Moure, 1999)	763350
Eufriesea opulenta	(Mocsáry, 1908)	763351
Eufriesea ornata	(Mocsáry, 1896)	763352
Eufriesea pallida	(Kimsey, 1977)	763353
Eufriesea pretiosa	(Friese, 1903)	763354
Eufriesea pulchra	(Smith, 1854)	763355
Eufriesea purpurata	(Mocsáry, 1896)	763356
Eufriesea rufocauda	(Kimsey, 1977)	763357
Eufriesea rugosa	(Friese, 1899)	763358
Eufriesea schmidtiana	(Friese, 1925)	763359
Eufriesea simillima	(Moure & Michener, 1965)	763360
Eufriesea smaragdina	(Perty, 1833)	763361
Eufriesea superba	(Hoffmannsegg, 1817)	763362
Eufriesea surinamensis	(Linnaeus, 1758)	763363
Eufriesea theresiae	(Mocsáry, 1908)	763364
Eufriesea tucumana	(Schrottky, 1902)	763365
Eufriesea velutina	(Moure, 1999)	763366
Eufriesea venezolana	(Schrottky, 1913)	763367
Eufriesea venusta	(Moure, 1965)	763368
Eufriesea vidua	(Moure, 1976)	763369
Eufriesea violacea	(Blanchard, 1840)	763370
Eufriesea violascens	(Mocsáry, 1898)	763371
Euglossa alleni	Moure, 1968	763372
Euglossa allosticta	Moure, 1969	763373
Euglossa amazonica	Dressler, 1982	763374
Euglossa analis	Westwood, 1840	763375
Euglossa annectens	Dressler, 1982	763376
Euglossa anodorhynchi	Nemésio, 2005	763377
Euglossa asarophora	Moure & Sakagami, 1969	763378
Euglossa atroveneta	Dressler, 1978	763379
Euglossa augaspis	Dressler, 1982	763380
Euglossa aureiventris	Friese, 1899	763381
Euglossa auriventris	Friese, 1925	763382
Euglossa bidentata	Dressler, 1982	763383
Euglossa bigibba	Dressler, 1982	763384
Euglossa bursigera	Moure, 1970	763385
Euglossa chalybeata	Friese, 1925	763386
Euglossa championi	Cheesman, 1929	763387
Euglossa chlorina	Dressler, 1982	763388
Euglossa cognata	Moure, 1970	763389
Euglossa cordata	(Linnaeus, 1758)	763390
Euglossa cosmodora	Hinojosa-Díaz & Engel, 2007	763391
Euglossa crassipunctata	Moure, 1968	763392
Euglossa crininota	Dressler, 1978	763393
Euglossa cyanea	Friese, 1899	763394
Euglossa cyanochlora	Moure, 1995	763395
Euglossa cyanura	Cockerell, 1917	763396
Euglossa cybelia	Moure, 1968	763397
Euglossa deceptrix	Moure, 1968	763398
Euglossa decorata	Smith, 1874	763399
Euglossa despecta	Moure, 1968	763400
Euglossa dissimula	Dressler, 1978	763401
Euglossa dodsoni	Moure, 1965	763402
Euglossa dressleri	Moure, 1968	763403
Euglossa erythrochlora	Moure, 1968	763404
Euglossa fimbriata	Rebêlo & Moure, 1995	763405
Euglossa flammea	Moure, 1969	763406
Euglossa fuscifrons	Dressler, 1982	763407
Euglossa gibbosa	Dressler, 1982	763408
Euglossa gorgonensis	Cheesman, 1929	763409
Euglossa granti	Cheesman, 1929	763410
Euglossa hansoni	Moure, 1965	763411
Euglossa hemichlora	Cockerell, 1917	763412
Euglossa heterosticta	Moure, 1968	763413
Euglossa hugonis	Moure, 1989	763414
Euglossa hyacinthina	Dressler, 1982	763415
Euglossa ignita	Smith, 1874	763416
Euglossa igniventris	Friese, 1925	763417
Euglossa imperialis	Cockerell, 1922	763418
Euglossa inflata	Roubik, 2004	763419
Euglossa intersecta	Latreille, 1838	763420
Euglossa iopoecila	Dressler, 1982	763421
Euglossa ioprosopa	Dressler, 1982	763422
Euglossa iopyrrha	Dressler, 1982	763423
Euglossa jacquelynae	Nemésio, 2007	763424
Euglossa jamaicensis	Moure, 1968	763425
Euglossa laevicincta	Dressler, 1982	763426
Euglossa lazulina	Friese, 1923	763427
Euglossa leucotricha	Rebêlo & Moure, 1995	763428
Euglossa liopoda	Dressler, 1982	763429
Euglossa lugubris	Roubik, 2004	763430
Euglossa macrorhyncha	Dressler, 1982	763431
Euglossa maculilabris	Moure, 1968	763432
Euglossa magnipes	Dressler, 1982	763433
Euglossa mandibularis	Friese, 1899	763434
Euglossa melanotricha	Moure, 1967	763435
Euglossa micans	Dressler, 1978	763436
Euglossa milenae	Bembé, 2007	763437
Euglossa mixta	Friese, 1899	763438
Euglossa modestior	Dressler, 1982	763439
Euglossa mourei	Dressler, 1982	763440
Euglossa nigropilosa	Moure, 1965	763441
Euglossa nigrosignata	Moure, 1969	763442
Euglossa obtusa	Dressler, 1978	763443
Euglossa occidentalis	Roubik, 2004	763444
Euglossa oleolucens	Dressler, 1978	763445
Euglossa orellana	Roubik, 2004	763446
Euglossa paisa	Ramírez, 2005	763447
Euglossa parvula	Dressler, 1982	763448
Euglossa perfulgens	Moure, 1967	763449
Euglossa perpulchra	Moure & Schlindwein, 2002	763450
Euglossa perviridis	Dressler, 1985	763451
Euglossa pictipennis	Moure, 1943	763452
Euglossa piliventris	Guérin-Méneville, 1845	763453
Euglossa platymera	Dressler, 1982	763454
Euglossa pleosticta	Dressler, 1982	763455
Euglossa polita	Ducke, 1902	763456
Euglossa prasina	Dressler, 1982	763457
Euglossa purpurea	Friese, 1899	763458
Euglossa retroviridis	Dressler, 1982	763459
Euglossa rufipes	Rasmussen & Skov, 2006	763460
Euglossa rugilabris	Moure, 1967	763461
Euglossa samperi	Ramírez, 2006	763462
Euglossa sapphirina	Moure, 1968	763463
Euglossa securigera	Dressler, 1982	763464
Euglossa singularis	Mocsáry, 1899	763465
Euglossa solangeae	Nemésio, 2007	763466
Euglossa sovietica	Nemésio, 2007	763467
Euglossa stellfeldi	Moure, 1947	763468
Euglossa stilbonata	Dressler, 1982	763469
Euglossa tiputini	Roubik, 2004	763470
Euglossa townsendi	Cockerell, 1904	763471
Euglossa tridentata	Moure, 1970	763472
Euglossa trinotata	Dressler, 1982	763473
Euglossa truncata	Rebêlo & Moure, 1995	763474
Euglossa turbinifex	Dressler, 1978	763475
Euglossa urarina	Hinojosa-Díaz & Engel, 2007	763476
Euglossa variabilis	Friese, 1899	763477
Euglossa villosa	Moure, 1968	763478
Euglossa villosiventris	Moure, 1968	763479
Euglossa violaceifrons	Rebêlo & Moure, 1995	763480
Euglossa viridifrons	Dressler, 1982	763481
Euglossa viridis	(Perty, 1833)	763482
Euglossa viridissima	Friese, 1899	763483
Eulaema basicincta	Moure, 2000	763484
Eulaema bennetti	Moure, 1967	763485
Eulaema boliviensis	(Friese, 1898)	763486
Eulaema bombiformis	(Packard, 1869)	763487
Eulaema bomboides	(Friese, 1923)	763488
Eulaema chocoana	Ospina-Torres & Sandino-Franco, 1997	763489
Eulaema cingulata	(Fabricius, 1804)	763490
Eulaema flavescens	(Friese, 1899)	763491
Eulaema leucopyga	(Friese, 1898)	763493
Eulaema luteola	Moure, 1967	763494
Eulaema meriana	(Olivier, 1789)	763495
Eulaema mocsaryi	(Friese, 1899)	763496
Eulaema napensis	Oliveira, 2006	763497
Eulaema nigrifacies	(Friese, 1897)	763498
Eulaema nigrita	Lepeletier, 1841	763499
Eulaema parapolyzona	Oliveira, 2006	763500
Eulaema peruviana	(Friese, 1903)	763501
Eulaema polychroma	(Mocsáry, 1899)	763502
Eulaema polyzona	(Mocsáry, 1897)	763503
Eulaema pseudocingulata	Oliveira, 2006	763504
Eulaema seabrai	Moure, 1960	763505
Eulaema sororia	Dressler & Ospina-Torres, 1997	763506
Eulaema speciosa	(Mocsáry, 1897)	763507
Eulaema tenuifasciata	(Friese, 1925)	763508
Eulaema terminata	(Smith, 1874)	763509
Exaerete azteca	Moure, 1964	763510
Exaerete dentata	(Linnaeus, 1758)	763511
Exaerete frontalis	(Guérin-Méneville, 1845)	763512
Exaerete guaykuru	Anjos-Silva & Rebêlo, 2006	763513
Exaerete smaragdina	(Guérin-Méneville, 1845)	763514
Exaerete trochanterica	(Friese, 1900)	763515
Anthophorula albata	(Timberlake, 1947)	698948
Anthophorula albicans	(Provancher, 1896)	698949
Anthophorula albovestita	(Timberlake, 1947)	698950
Anthophorula albovittata	(Cockerell, 1918)	698951
Anthophorula asteris	(Mitchell, 1962)	698952
Anthophorula beameri	(Timberlake, 1980)	698953
Anthophorula brevicornis	(Timberlake, 1980)	698954
Anthophorula centralis	(Timberlake, 1980)	698955
Anthophorula cerei	(Timberlake, 1947)	698956
Anthophorula chionura	(Cockerell, 1925)	698957
Anthophorula chlorina	(Cockerell, 1918)	698958
Anthophorula cockerelli	(Timberlake, 1980)	698959
Anthophorula compactula	Cockerell, 1897	698960
Anthophorula completa	(Cockerell, 1935)	698961
Anthophorula consobrina	(Timberlake, 1980)	698962
Anthophorula cornigera	(Cockerell, 1922)	698963
Anthophorula crassicornis	(Timberlake, 1980)	698964
Anthophorula crenulata	(Timberlake, 1980)	698965
Anthophorula deserticola	(Timberlake, 1947)	698966
Anthophorula eriogoni	(Timberlake, 1947)	698967
Anthophorula euphorbiae	(Timberlake, 1947)	698968
Anthophorula exilis	(Timberlake, 1980)	698969
Anthophorula fuscicornis	(Timberlake, 1980)	698970
Anthophorula gracilicornis	(Timberlake, 1980)	698971
Anthophorula gutierreziae	(Timberlake, 1947)	698972
Anthophorula halli	(Timberlake, 1980)	698973
Anthophorula ignota	(Timberlake, 1980)	698974
Anthophorula imparilis	(Timberlake, 1980)	698975
Anthophorula interrupta	(Timberlake, 1980)	698976
Anthophorula laticincta	(Timberlake, 1980)	698977
Anthophorula levigata	(Timberlake, 1980)	698978
Anthophorula linsleyi	(Timberlake, 1980)	698979
Anthophorula macrodonta	González-Vaquero & Roig-Alsina, 2005	765701
Anthophorula micheneri	(Timberlake, 1947)	698980
Anthophorula minima	(Timberlake, 1980)	698981
Anthophorula morgani	Cockerell, 1914	698982
Anthophorula morula	(Timberlake, 1980)	698983
Anthophorula nevadensis	(Timberlake, 1980)	698984
Anthophorula nitens	(Cockerell, 1915)	698985
Anthophorula niveata	(Friese, 1908)	765702
Anthophorula oaxacana	(Timberlake, 1980)	698986
Anthophorula pallidicornis	(Timberlake, 1980)	698987
Anthophorula palmarum	(Timberlake, 1947)	698988
Anthophorula parva	(Timberlake, 1980)	698989
Anthophorula punctatissima	(Timberlake, 1980)	698990
Anthophorula pygmaea	(Cresson, 1872)	698991
Anthophorula robustula	(Timberlake, 1980)	698992
Anthophorula rozeni	(Timberlake, 1980)	698993
Anthophorula rufiventris	(Timberlake, 1947)	698994
Anthophorula scapalis	(Timberlake, 1980)	698995
Anthophorula sculleni	(Timberlake, 1980)	698996
Anthophorula serrata	(Friese, 1899)	698997
Anthophorula sidae	(Cockerell, 1897)	698998
Anthophorula snellingi	(Timberlake, 1980)	698999
Anthophorula sonorensis	(Timberlake, 1980)	699000
Anthophorula subcrassicornis	(Timberlake, 1980)	699001
Anthophorula texana	(Friese, 1899)	699002
Anthophorula torticornis	(Cockerell, 1927)	699003
Anthophorula tricinctula	(Timberlake, 1980)	699004
Anthophorula truncata	González-Vaquero & Roig-Alsina, 2005	765703
Anthophorula unicornis	González-Vaquero & Roig-Alsina, 2005	765704
Anthophorula varleyi	(Timberlake, 1947)	699005
Anthophorula yoloensis	(Timberlake, 1980)	699006
Chilimalopsis impressifrons	Roig-Alsina, 1992	765732
Chilimalopsis parvula	Toro, 1976	765733
Eremapis parvula	Ogloblin, 1956	765761
Exomalopsis aequabilis	Timberlake, 1980	699202
Exomalopsis aequalis	Timberlake, 1980	699203
Exomalopsis affabilis	Timberlake, 1980	699204
Exomalopsis alexanderi	Almeida & Silveira, 1999	765762
Exomalopsis amoena	Timberlake, 1980	699205
Exomalopsis analis	Spinola, 1853	765763
Exomalopsis apicalis	Timberlake, 1980	699206
Exomalopsis arcuata	Timberlake, 1980	699207
Exomalopsis atlantica	Silveira, 1996	765764
Exomalopsis aureosericea	Friese, 1899	765765
Exomalopsis auropilosa	Spinola, 1853	765766
Exomalopsis badioventris	Timberlake, 1980	699208
Exomalopsis bahamica	Timberlake, 1980	699209
Exomalopsis bakeri	Timberlake, 1980	699210
Exomalopsis bartschi	Timberlake, 1980	699211
Exomalopsis bechteli	Timberlake, 1980	699212
Exomalopsis bicellularis	Michener & Moure, 1957	765767
Exomalopsis binotata	Timberlake, 1980	699213
Exomalopsis birkmanni	Cockerell, 1922	699214
Exomalopsis boharti	Timberlake, 1980	699215
Exomalopsis bomanii	(Holmberg, 1903)	765768
Exomalopsis bruesi	Cockerell, 1914	765769
Exomalopsis byersi	Timberlake, 1980	699216
Exomalopsis callura	Cockerell, 1912	765770
Exomalopsis campestris	Silveira, 1996	765771
Exomalopsis collaris	Friese, 1899	765772
Exomalopsis comitanensis	Timberlake, 1980	699217
Exomalopsis compta	Timberlake, 1980	699218
Exomalopsis cyclura	Cockerell, 1938	765773
Exomalopsis dasypoda	Strand, 1910	765774
Exomalopsis digressa	Timberlake, 1980	699219
Exomalopsis dimidiata	Timberlake, 1980	699220
Exomalopsis diminuta	Silveira, 1996	765775
Exomalopsis fernandoi	Moure, 1989	765776
Exomalopsis fulvihirta	Timberlake, 1980	699223
Exomalopsis fulvipennis	Schrottky, 1910	765777
Exomalopsis fulvofasciata	Smith, 1879	765778
Exomalopsis fumipennis	Timberlake, 1980	699224
Exomalopsis heteropilosa	(Strand, 1910)	765779
Exomalopsis hurdi	Timberlake, 1980	699227
Exomalopsis iridipennis	Smith, 1879	765780
Exomalopsis jenseni	Friese, 1908	765781
Exomalopsis limata	Cresson, 1878	699228
Exomalopsis lissotera	Moure, 1943	765782
Exomalopsis mellipes	Cresson, 1878	699230
Exomalopsis mexicana	Cresson, 1878	699231
Exomalopsis minor	Schrottky, 1910	765783
Exomalopsis morelosensis	Timberlake, 1980	699232
Exomalopsis mourei	Michener, 1954	699233
Exomalopsis neglecta	Buysson, 1892	765784
Exomalopsis nigrihirta	Timberlake, 1980	699234
Exomalopsis nigrior	Timberlake, 1980	765785
Exomalopsis notabilis	Timberlake, 1980	699235
Exomalopsis otomita	Cresson, 1878	699237
Exomalopsis paitensis	Cockerell, 1926	765786
Exomalopsis paraguayensis	Schrottky, 1909	765787
Exomalopsis pilosa	Smith, 1854	765788
Exomalopsis planiceps	Smith, 1879	765789
Exomalopsis pubescens	Cresson, 1865	699239
